"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"1076",21165,6334,96,1,0,2,15942,313,41.6
"1077",21167,21313,92,4,0,2,24138,424,42.5
"1078",21169,10043,94,2,0,1,17171,326,42.7
"1079",21171,10874,94,2,0,3,16656,267,42.3
"1080",21173,26762,93,3,0,3,20436,464,38.7
"1081",21175,13657,95,3,0,1,16233,315,39.2
"1082",21177,31427,93,4,0,1,20008,392,41.1
"1083",21179,43905,91,5,0,2,23545,489,37.5
"1084",21181,7085,98,0,0,2,20450,318,40.2
"1085",21183,23955,94,1,0,3,19005,366,40.1
"1086",21185,60940,89,4,1,4,33591,673,39.4
"1087",21187,10807,96,1,0,2,23991,405,41.1
"1088",21189,4738,97,1,1,0,13611,188,42.7
"1089",21191,14714,97,0,0,1,23122,435,40.1
"1090",21193,28488,96,1,1,1,18224,364,41.5
"1091",21195,64473,97,1,1,1,19351,416,40.7
"1092",21197,12582,97,1,0,1,15174,365,37.9
"1093",21199,63369,95,1,1,2,20667,414,41.5
"1094",21201,2254,100,0,0,0,17641,415,40.9
"1095",21203,16997,98,0,0,0,16513,333,41.5
"1096",21205,23425,95,1,1,1,17094,460,31.5
"1097",21207,17636,95,0,0,3,17107,324,41.7
"1098",21209,48149,88,5,1,4,27802,579,35.5
"1099",21211,42911,81,8,1,9,27039,596,38.3
"1100",21213,17443,86,9,1,2,19441,461,38.6
"1101",21215,17303,95,2,0,2,26666,482,39.5
"1102",21217,24585,91,5,1,2,18790,385,40.5
"1103",21219,12505,86,9,0,4,17846,363,36.9
"1104",21221,14289,88,8,0,1,25527,393,44.4
"1105",21223,8818,96,0,0,3,22070,511,39.6
"1106",21225,15138,83,13,0,2,19464,378,37
"1107",21227,115438,81,9,3,5,23853,522,32.7
"1108",21229,11774,88,6,0,4,19837,387,40.7
"1109",21231,20797,94,2,0,3,16396,318,41.1
"1110",21233,13564,90,5,0,4,20337,378,40.1
"1111",21235,35718,96,1,0,1,15960,396,38.1
"1112",21237,7299,99,0,0,0,14157,279,41.6
"1113",21239,24988,86,6,0,7,29277,560,41.5
"1114",22001,61847,78,18,0,2,19910,346,35.5
"1115",22003,25674,71,19,1,5,18857,369,38.9
"1116",22005,109920,71,22,1,5,28178,694,34.5
"1117",22007,23268,66,30,0,2,21743,465,39
"1118",22009,41765,66,29,0,2,18006,362,38.5
"1119",22011,35891,80,13,1,3,22509,428,37.2
"1120",22013,14229,55,42,0,2,18958,330,41.6
"1121",22015,119947,69,21,1,6,27429,671,34.5
"1122",22017,255551,47,47,1,3,24308,560,36.3
"1123",22019,193528,69,25,1,3,24355,569,36
"1124",22021,10083,79,17,0,2,22782,326,40.5
"1125",22023,6789,96,2,0,2,29559,524,40.7
"1126",22025,10332,66,31,0,1,19970,302,38.6
"1127",22027,16964,47,50,1,1,17512,370,40.7
"1128",22029,20652,57,41,0,1,16431,294,37.9
"1129",22031,26813,57,38,0,3,21547,395,39.6
"1130",22033,441901,47,45,3,4,27505,668,32.7
"1131",22035,7674,27,70,0,2,12055,273,33.2
"1132",22037,20111,53,45,0,1,22099,386,40.9
"1133",22039,33793,68,27,0,3,18023,304,35.8
"1134",22041,20699,66,33,0,0,17752,328,38.4
"1135",22043,22113,77,15,0,4,19018,456,37.5
"1136",22045,73551,60,32,3,3,22997,476,35.6
"1137",22047,33360,48,48,0,2,21177,420,38.3
"1138",22049,16217,67,30,0,1,19188,338,39.2
"1139",22051,433477,55,26,4,13,26908,766,38.6
"1140",22053,31498,78,17,0,2,21132,407,38.4
"1141",22055,224719,67,25,1,4,28901,627,33.8
"1142",22057,96755,78,13,1,4,24798,531,36.8
"1143",22059,14843,84,12,0,2,22481,309,38.1
"1144",22061,46926,54,40,2,3,20633,493,27.5
"1145",22063,130192,90,6,0,3,25076,620,35
"1146",22065,12049,36,61,0,2,13585,317,34.5
"1147",22067,27603,51,47,0,1,16683,353,38.5
"1148",22069,39403,53,41,1,2,20802,436,33.3
"1149",22071,357013,31,59,3,5,26500,765,35
"1150",22073,154641,59,37,1,2,21917,491,34.4
"1151",22075,23385,67,21,3,5,25748,933,36.2
"1152",22077,22736,60,36,0,2,23742,369,42.6
"1153",22079,132034,62,32,1,3,22126,493,37.3
"1154",22081,9028,58,40,0,1,21443,331,39.5
"1155",22083,20816,61,36,0,2,18669,338,37.8
"1156",22085,24286,69,17,0,3,22229,293,41.2
"1157",22087,38850,67,19,2,10,20316,704,32.9
"1158",22089,52627,66,26,1,5,26756,725,36.8
"1159",22091,11062,45,53,0,0,19457,423,39.3
"1160",22093,21916,48,50,0,1,24930,439,38.4
"1161",22095,45139,39,54,1,5,21335,696,35.7
"1162",22097,83534,55,41,0,2,19387,353,36.9
"1163",22099,52559,65,30,1,2,22164,431,36.6
"1164",22101,54078,57,31,2,6,21313,457,37.6
"1165",22103,236832,80,12,1,5,30363,833,39.6
"1166",22105,122665,64,30,1,4,21273,571,33.7
"1167",22107,5105,42,57,0,1,17175,291,41.9
"1168",22109,111868,69,18,1,4,24114,649,35.2
"1169",22111,22576,68,26,0,4,19412,330,40.9
"1170",22113,58394,79,14,2,3,22589,417,36.4
"1171",22115,52510,71,14,2,8,21396,794,29.8
"1172",22117,46935,66,30,0,2,17735,373,38.8
"1173",22119,41039,63,34,0,2,19871,381,40.7
"1174",22121,24012,58,36,0,3,24838,599,35.5
"1175",22123,11540,80,16,0,3,17980,321,40.7
"1176",22125,15522,51,46,0,2,21720,572,42.2
"1177",22127,15129,66,31,0,2,16789,318,40
"1178",23001,107634,92,2,1,2,24442,623,40.2
"1179",23003,71230,95,1,0,1,21566,460,45.7
"1180",23005,283046,92,3,2,2,32880,847,41.5
"1181",23007,30660,96,0,1,1,22083,537,43.9
"1182",23009,54557,96,0,1,1,27797,642,46.7
"1183",23011,121757,95,1,1,1,25770,595,43.2
"1184",23013,39694,96,1,1,1,27865,630,46.8
"1185",23015,34297,97,0,1,1,28070,673,48.6
"1186",23017,57657,96,0,1,1,21441,511,45
"1187",23019,153649,95,1,1,1,23895,656,40.4
"1188",23021,17343,96,0,0,1,21818,451,48.5
"1189",23023,35194,95,1,1,1,28829,688,44.5
"1190",23025,51942,96,0,0,1,21513,514,44.3
"1191",23027,38819,96,0,0,1,22853,598,44.4
"1192",23029,32621,91,0,0,1,20807,423,46.2
"1193",23031,198220,95,1,1,1,29125,798,43.4
"1194",24001,74394,88,8,1,2,21211,465,41.2
"1195",24003,544426,72,15,4,6,40415,1265,38.5
"1196",24005,812261,62,26,5,4,34374,962,39.1
"1197",24009,89332,80,13,1,3,38260,1196,40.3
"1198",24011,32871,78,14,0,6,25211,624,39.2
"1199",24013,167261,91,3,2,3,36153,867,41.6
"1200",24015,101435,87,6,1,4,29518,784,39.6
"1201",24017,148957,47,41,3,5,37277,1243,37.4
"1202",24019,32617,66,28,1,4,26388,600,43.1
"1203",24021,236668,77,8,4,8,36917,1068,38.7
"1204",24023,30014,97,1,0,1,24932,483,43.4
"1205",24025,246664,79,13,2,4,35425,910,39.8
"1206",24027,293821,58,18,15,6,48172,1324,38.4
"1207",24029,20130,78,15,1,4,31502,668,46.1
"1208",24031,989474,48,17,14,17,49038,1423,38.4
"1209",24033,873481,15,63,4,15,32344,1138,35.3
"1210",24035,48166,87,7,1,3,38108,1022,42.8
"1211",24037,107079,76,14,2,4,36017,1046,36
"1212",24039,26347,52,41,1,3,16748,532,36.6
"1213",24041,37859,79,13,1,6,38022,786,48
"1214",24043,148435,83,9,2,4,26532,712,40
"1215",24045,99683,66,24,3,5,25378,765,35.4
"1216",24047,51479,80,14,1,3,32887,715,48.5
"1217",24510,621445,28,63,2,4,24750,751,34.5
"1218",25001,215449,92,2,1,2,36142,975,50.4
"1219",25003,130545,90,3,1,4,29294,652,45.1
"1220",25005,549870,85,3,2,6,28837,683,40.2
"1221",25007,16739,92,3,1,0,33363,1052,45.6
"1222",25009,750808,75,3,3,17,35167,910,40.6
"1223",25011,71408,92,1,1,3,29259,729,44.6
"1224",25013,465144,67,8,2,22,25817,678,38.7
"1225",25015,159267,86,3,5,5,29460,821,35.9
"1226",25017,1522533,76,4,10,7,42861,1162,38.6
"1227",25019,10224,80,6,1,10,47331,1443,39.9
"1228",25021,677296,80,6,9,3,44692,1163,40.7
"1229",25023,497386,84,8,1,3,35220,985,41.5
"1230",25025,735701,48,20,8,20,32835,1135,31.8
"1231",25027,802688,80,4,4,10,31537,784,39.4
"1232",26001,10785,97,0,0,1,22719,413,55.8
"1233",26003,9497,86,7,0,1,19717,447,48.1
"1234",26005,111742,89,1,1,7,24140,592,39.6
"1235",26007,29399,96,1,0,1,21948,428,46.4
"1236",26009,23504,95,0,0,2,24370,520,48.3
"1237",26011,15753,95,1,0,2,20039,424,47.3
"1238",26013,8787,74,15,1,1,17701,373,44.4
"1239",26015,59121,95,0,0,2,25059,547,41.9
"1240",26017,107312,91,1,1,5,23799,507,41.8
"1241",26019,17474,95,0,0,2,24831,545,47.4
"1242",26021,156290,76,15,2,5,24013,518,41.2
"1243",26023,44398,91,3,1,4,19947,510,40.1
"1244",26025,135534,80,11,2,5,22978,540,39.6
"1245",26027,52212,87,5,1,3,22743,514,43.1
"1246",26029,26030,95,0,0,1,26947,551,45.9
"1247",26031,25985,93,0,0,1,23412,483,48
"1248",26033,38760,71,5,1,1,20589,448,39.5
"1249",26035,30823,95,0,0,2,18148,422,45.8
"1250",26037,75802,91,2,1,4,28449,650,38.9
"1251",26039,14017,96,1,1,1,21492,492,48
"1252",26041,36967,94,0,0,1,22471,442,46
"1253",26043,26201,96,0,1,1,24611,446,45.7
"1254",26045,107920,85,6,2,5,26582,653,40.5
"1255",26047,32858,92,1,1,1,29718,628,43.5
"1256",26049,421575,73,20,1,3,22380,531,38.8
"1257",26051,25664,97,0,0,1,20368,428,48.2
"1258",26053,16179,91,4,0,1,20330,406,47.5
"1259",26055,88182,93,1,1,2,27660,720,41.1
"1260",26057,42148,87,5,0,5,18836,433,38.5
"1261",26059,46463,96,0,0,2,20379,497,41.2
"1262",26061,36494,93,1,3,1,19783,506,33.1
"1263",26063,32751,96,0,1,2,22120,425,47.3
"1264",26065,281531,72,11,5,7,24754,664,31.4
"1265",26067,63909,89,4,0,5,20206,525,36.8
"1266",26069,25662,95,0,0,2,22047,442,51.5
"1267",26071,11723,96,1,0,2,21499,403,52.1
"1268",26073,70400,87,2,2,3,19061,602,25.6
"1269",26075,160126,86,8,1,3,22613,591,39.8
"1270",26077,252763,79,11,2,4,25757,614,34
"1271",26079,17142,96,1,0,1,20258,501,43.5
"1272",26081,609544,76,9,2,10,25889,639,34.6
"1273",26083,2181,97,2,0,0,24802,422,52.7
"1274",26085,11485,85,8,0,2,16202,394,50.7
"1275",26087,88323,93,1,0,4,23907,607,42.3
"1276",26089,21682,91,0,0,4,31462,666,51.2
"1277",26091,99505,87,2,0,8,22395,570,40.5
"1278",26093,182402,95,0,1,2,32129,761,41.4
"1279",26095,6550,80,10,0,3,18768,476,43.4
"1280",26097,11099,75,1,0,1,22622,461,49.6
"1281",26099,845197,83,9,3,2,26748,688,40.3
"1282",26101,24626,90,3,0,3,22702,493,47.6
"1283",26103,67358,93,2,1,1,23789,503,39.4
"1284",26105,28648,92,1,1,4,23183,525,45.4
"1285",26107,43007,92,3,1,2,19336,520,34.3
"1286",26109,23917,94,0,0,1,22331,417,46.8
"1287",26111,83842,92,1,2,2,29536,590,40.5
"1288",26113,14940,95,0,0,2,20305,507,42.2
"1289",26115,151408,92,2,1,3,25939,617,41
"1290",26117,63234,92,2,0,3,18969,503,39.4
"1291",26119,9598,97,0,0,1,19661,457,52.8
"1292",26121,171153,77,14,1,5,20621,520,38.8
"1293",26123,48280,91,1,0,6,20623,502,41.5
"1294",26125,1213406,74,14,6,4,36458,777,40.5
"1295",26127,26456,83,0,0,14,18986,457,42.4
"1296",26129,21537,96,0,0,2,19634,471,48
"1297",26131,6584,96,1,0,1,21585,343,53.6
"1298",26133,23404,95,1,0,2,18099,417,41.8
"1299",26135,8590,97,0,0,1,18057,444,50.4
"1300",26137,24127,96,0,1,1,24312,531,43.3
"1301",26139,267017,85,1,3,9,25371,657,34.6
"1302",26141,13234,97,0,0,1,22788,402,52.1
"1303",26143,24281,96,0,1,1,23023,471,53.8
"1304",26145,198841,70,18,1,8,22349,535,40
"1305",26147,161865,92,2,1,3,24357,566,41.9
"1306",26149,61111,88,3,1,7,20570,517,38.8
"1307",26151,42637,95,0,0,3,20713,465,43.2
"1308",26153,8407,87,0,1,1,20892,428,49.1
"1309",26155,69910,95,1,0,3,22713,533,40.8
"1310",26157,55172,94,1,0,3,20767,457,42.3
"1311",26159,75897,82,4,1,10,21732,501,40.3
"1312",26161,348560,72,12,8,4,33231,800,33.3
"1313",26163,1804507,50,40,3,5,22308,618,37.6
"1314",26165,32690,95,0,0,2,20573,525,41.4
"1315",27001,16032,95,0,0,1,24939,496,52
"1316",27003,334027,85,4,4,4,30647,862,37.4
"1317",27005,32800,87,0,0,1,25455,517,42.6
"1318",27007,45021,74,1,1,2,21622,563,33.4
"1319",27009,38756,93,2,1,2,24453,605,34.6
"1320",27011,5209,98,0,0,1,26019,388,49.3
"1321",27013,64504,91,3,2,3,25380,616,30
"1322",27015,25643,95,0,0,3,26576,473,43.1
"1323",27017,35398,89,1,1,1,24434,582,41.2
"1324",27019,92770,90,1,3,4,37457,859,36.6
"1325",27021,28485,85,0,0,1,25287,503,47.5
"1326",27023,12272,91,1,1,5,25993,502,42.8
"1327",27025,53691,94,1,1,2,27914,703,39.2
"1328",27027,59638,90,1,1,4,24550,582,32.1
"1329",27029,8725,86,0,0,1,22157,418,42.7
"1330",27031,5195,87,1,1,1,32868,501,50.2
"1331",27033,11658,89,1,3,5,23456,375,44.4
"1332",27035,62742,96,1,0,1,26527,617,43.1
"1333",27037,402306,82,5,4,6,34828,867,37.1
"1334",27039,20159,93,1,0,5,29107,557,37.2
"1335",27041,36264,97,0,0,1,27716,558,43.9
"1336",27043,14430,93,0,1,6,25065,359,46.2
"1337",27045,20870,98,0,0,1,25249,444,42.8
"1338",27047,31129,88,1,1,9,25668,442,44.5
"1339",27049,46259,93,1,0,3,29932,581,42.3
"1340",27051,5990,97,0,0,2,26665,390,47
"1341",27053,1170623,71,12,6,7,37485,846,36
"1342",27055,18915,97,0,0,1,26450,463,44.6
"1343",27057,20440,94,0,0,2,24880,493,47.2
"1344",27059,38078,95,1,1,2,25482,746,38.2
"1345",27061,45219,93,0,0,1,24079,529,45.5
"1346",27063,10263,94,0,2,3,27361,428,44.1
"1347",27065,16151,96,0,0,1,22291,625,43
"1348",27067,42265,85,2,0,11,26880,540,40.1
"1349",27069,4528,97,0,1,1,26927,351,48.1
"1350",27071,13251,94,1,0,1,26045,426,46.7
"1351",27073,7184,97,0,0,2,28014,373,49.2
"1352",27075,10825,96,0,0,1,27883,570,48.8
"1353",27077,3998,95,1,1,0,21903,388,48.5
"1354",27079,27758,92,0,0,5,27793,546,40.6
"1355",27081,5854,97,0,0,2,26767,352,46.7
"1356",27083,25703,87,2,3,6,26028,513,34.7
"1357",27085,36321,93,0,1,5,26824,579,39.4
"1358",27087,5475,49,1,0,2,19517,337,37.1
"1359",27089,9454,94,0,0,4,26834,405,44.2
"1360",27091,20634,95,0,1,4,26472,444,45.5
"1361",27093,23197,95,0,0,3,25665,534,41.7
"1362",27095,25927,90,1,0,2,22891,589,40
"1363",27097,33118,97,0,0,1,23753,516,40.8
"1364",27099,39252,83,2,2,11,24990,558,38.6
"1365",27101,8639,95,0,0,3,27450,399,47
"1366",27103,32849,91,2,1,4,26674,671,34.3
"1367",27105,21490,65,4,5,24,22598,492,36.9
"1368",27107,6753,91,0,0,4,23707,360,45.1
"1369",27109,146063,83,5,5,4,34073,705,36.4
"1370",27111,57369,94,1,1,3,26400,502,46.4
"1371",27113,14008,92,2,0,3,24554,457,39.3
"1372",27115,29449,90,2,1,2,21413,544,42.9
"1373",27117,9470,92,0,1,4,24137,413,42.7
"1374",27119,31522,90,1,1,6,25790,514,39.8
"1375",27121,10957,97,0,0,1,29128,497,46
"1376",27123,515732,66,11,12,7,29484,768,34.6
"1377",27125,4087,94,1,0,3,23257,441,42.2
"1378",27127,15942,88,1,3,2,25649,418,42.6
"1379",27129,15499,91,1,0,7,26062,429,43.9
"1380",27131,64585,85,3,2,8,25370,672,35.4
"1381",27133,9601,95,1,1,2,24101,431,41.6
"1382",27135,15587,94,0,3,1,25650,451,40.9
"1383",27137,200327,92,1,1,1,25946,582,40.8
"1384",27139,132774,84,3,6,5,35467,909,35.1
"1385",27141,89120,93,2,1,2,28071,809,34.7
"1386",27143,15146,90,0,1,8,25789,474,40.9
"1387",27145,151053,90,3,2,3,26065,655,33.4
"1388",27147,36512,89,2,1,7,27259,628,39.4
"1389",27149,9723,91,0,1,4,28746,492,33.3
"1390",27151,9678,94,1,0,4,25750,443,44.4
"1391",27153,24697,92,0,0,5,22383,434,42.2
"1392",27155,3507,93,0,0,2,28030,403,47.9
"1393",27157,21549,95,0,0,3,28282,518,43.3
"1394",27159,13772,95,0,0,1,20329,421,43.4
"1395",27161,19046,90,2,1,5,25723,489,39.4
"1396",27163,241315,85,3,5,4,36706,988,38.5
"1397",27165,11173,76,0,1,21,25635,440,39.6
"1398",27167,6576,95,0,0,2,25148,384,43
"1399",27169,51328,93,1,2,3,23421,524,33.4
"1400",27171,126142,93,1,1,3,29623,771,34.8
"1401",27173,10294,91,0,0,4,25303,435,43.2
"1402",28001,32308,38,57,0,4,17544,382,40.3
"1403",28003,37159,84,12,0,3,19145,391,40.4
"1404",28005,13061,57,42,0,0,16977,364,44.4
"1405",28007,19383,55,42,0,2,18422,390,40
"1406",28009,8682,60,35,0,2,18597,428,39.5
"1407",28011,34107,33,64,1,2,16462,406,34.3
"1408",28013,14875,66,28,0,5,17034,313,40.3
"1409",28015,10501,65,33,0,0,16897,400,42
"1410",28017,17403,52,43,0,4,16677,308,38.2
"1411",28019,8440,67,32,0,0,17145,343,42.8
"1412",28021,9553,14,84,1,1,12177,320,32
"1413",28023,16614,64,35,0,1,18066,362,40.9
"1414",28025,20539,39,58,1,1,18273,406,38.7
"1415",28027,25815,23,76,0,1,15742,409,33.3
"1416",28029,29204,45,50,0,3,18318,399,37.9
"1417",28031,19520,62,36,0,1,17241,352,38.6
"1418",28033,163975,70,21,1,5,25176,754,35.4
"1419",28035,75991,58,36,1,3,19736,532,31.1
"1420",28037,8013,64,35,0,0,24234,356,41.7
"1421",28039,22757,88,8,0,2,20217,483,35.9
"1422",28041,14337,71,26,0,1,14463,373,36.7
"1423",28043,21745,56,43,0,0,21084,324,40.3
"1424",28045,44597,86,8,1,3,22621,601,41
"1425",28047,190756,66,22,3,5,22677,689,35.3
"1426",28049,246300,28,69,1,1,20448,596,33.3
"1427",28051,18931,16,83,0,0,12113,283,32.8
"1428",28053,9258,22,75,0,2,12874,326,34.9
"1429",28055,1383,29,71,0,0,13731,211,39.6
"1430",28057,23366,91,6,0,1,18106,451,40
"1431",28059,139906,69,22,2,5,23879,670,36.9
"1432",28061,16827,46,52,0,1,18075,363,41.7
"1433",28063,7690,14,86,0,0,12723,245,38.3
"1434",28065,12248,39,60,1,0,16216,389,41.2
"1435",28067,68174,66,28,1,5,19519,420,36.9
"1436",28069,10383,35,58,0,2,13795,241,36.5
"1437",28071,48905,70,24,2,2,21388,635,27.7
"1438",28073,56763,76,20,1,2,26345,632,33.3
"1439",28075,80337,54,42,1,2,21346,470,37
"1440",28077,12734,66,33,0,1,20655,402,40.5
"1441",28079,23519,49,41,0,4,16780,401,33.5
"1442",28081,83964,68,27,1,2,21799,467,36.3
"1443",28083,31993,25,72,1,2,14307,357,32.7
"1444",28085,34870,68,31,0,1,19566,429,37.8
"1445",28087,59746,53,44,1,2,20951,475,36.1
"1446",28089,97151,56,38,2,3,33170,739,36.3
"1447",28091,26674,65,32,0,1,18126,336,37.6
"1448",28093,36823,49,47,0,3,17978,420,39.1
"1449",28095,36652,67,31,0,1,18167,369,39.5
"1450",28097,10754,53,47,0,0,15523,350,41.7
"1451",28099,29655,60,21,0,2,18693,378,35.5
"1452",28101,21645,63,31,0,1,18864,391,37.6
"1453",28103,11358,27,72,0,1,12780,301,36.7
"1454",28105,48198,58,37,3,2,20202,529,25.3
"1455",28107,34558,49,51,0,0,18073,420,36.5
"1456",28109,55569,82,13,1,3,20549,515,40
"1457",28111,12174,78,21,0,0,17183,408,39.5
"1458",28113,40269,46,52,0,1,18183,464,36.8
"1459",28115,30207,78,14,1,6,18576,422,36
"1460",28117,25354,84,14,0,1,16589,405,39.3
"1461",28119,8028,29,70,0,1,13954,330,38.5
"1462",28121,143665,76,19,1,3,26897,714,36.4
"1463",28123,28255,51,38,1,11,16789,431,35.3
"1464",28125,4889,29,70,0,1,15744,306,38.8
"1465",28127,27439,62,35,1,2,18314,455,38.2
"1466",28129,16414,75,23,0,1,20334,342,39.8
"1467",28131,17854,77,19,0,1,18576,502,35.6
"1468",28133,28722,25,73,0,1,12588,326,33.7
"1469",28135,15231,36,51,1,10,12747,265,35.2
"1470",28137,28625,66,31,0,2,20431,480,36.4
"1471",28139,22080,78,15,0,5,18493,352,37.9
"1472",28141,19582,93,3,0,3,18338,341,42.7
"1473",28143,10660,22,74,1,2,15549,505,32.2
"1474",28145,27338,79,14,0,4,19273,413,37.2
"1475",28147,15265,53,45,0,2,16850,325,37.2
"1476",28149,48389,49,47,1,2,22362,496,37.7
"1477",28151,50578,27,71,1,1,16671,397,35.5
"1478",28153,20675,59,39,0,1,18928,345,37.6
"1479",28155,10129,78,19,0,1,18728,302,40.4
"1480",28157,9653,29,71,0,0,18717,318,35.8
"1481",28159,19052,51,47,0,1,18501,363,40
"1482",28161,12554,60,38,0,1,18750,238,40.5
"1483",28163,28122,37,56,0,5,14291,383,35.5
"1484",29001,25573,92,2,2,2,19258,424,29
"1485",29003,17319,96,1,0,2,25302,518,41.9
"1486",29005,5605,97,1,0,1,24748,331,46.2
"1487",29007,25584,88,6,0,3,19687,383,38.8
"1488",29009,35614,88,0,1,8,19489,400,42.4
"1489",29011,12378,94,0,1,2,20678,338,40.6
"1490",29013,16878,95,1,0,2,21047,381,42.1
"1491",29015,19008,96,0,0,2,19717,393,52.1
"1492",29017,12408,97,0,1,1,19470,386,42.1
"1493",29019,165776,81,9,4,3,26895,618,29.7
"1494",29021,89419,86,4,1,5,21961,523,36.8
"1495",29023,42946,90,5,1,2,19246,402,40.4
"1496",29025,9249,96,1,0,2,21482,410,41.7
"1497",29027,44276,91,4,1,2,23171,444,37.9
"1498",29029,43822,95,0,1,2,23038,492,49.2
"1499",29031,76322,88,7,1,2,23751,505,36
"1500",29033,9216,95,1,0,1,24073,331,41.8
"1501",29035,6260,95,0,0,1,18245,317,40.5
"1502",29037,99875,89,4,1,4,27463,699,38.4
"1503",29039,13903,96,0,1,1,16362,375,43.7
"1504",29041,7730,96,2,0,1,19481,282,45.7
"1505",29043,78724,94,1,0,3,25134,578,36.9
"1506",29045,7035,98,0,0,1,20279,320,43.4
"1507",29047,225116,83,5,2,6,29406,658,36.3
"1508",29049,20659,94,2,0,2,25100,506,40.8
"1509",29051,76228,83,11,1,3,26160,464,37.8
"1510",29053,17574,89,5,0,1,22910,419,38.5
"1511",29055,24711,96,0,0,2,18415,422,40.7
"1512",29057,7734,95,0,0,2,20034,345,46.9
"1513",29059,16733,95,0,0,2,18155,383,42.6
"1514",29061,8347,97,0,0,1,19890,359,40.8
"1515",29063,12873,83,10,1,2,16635,375,40.2
"1516",29065,15649,95,0,0,1,18544,360,43.2
"1517",29067,13647,98,0,0,1,16404,372,45.8
"1518",29069,31916,82,10,0,6,17990,317,39.8
"1519",29071,101569,96,1,1,1,24742,506,39.6
"1520",29073,15083,97,0,0,1,21830,409,45.6
"1521",29075,6774,98,1,0,1,20534,328,41.6
"1522",29077,278231,89,3,2,3,23520,540,35.6
"1523",29079,10282,96,1,0,1,19527,351,42.3
"1524",29081,8871,96,1,0,2,19468,325,43
"1525",29083,22183,95,1,0,2,22394,404,44
"1526",29085,9499,96,0,0,1,17361,316,53.3
"1527",29087,4771,97,1,0,0,24127,325,46.5
"1528",29089,10184,91,5,0,1,21598,346,39.4
"1529",29091,40458,95,0,0,2,17416,378,39.6
"1530",29093,10505,95,2,0,1,19101,356,43.1
"1531",29095,675641,63,24,2,8,26062,613,36.3
"1532",29097,116803,86,2,1,7,21124,479,35.2
"1533",29099,219636,95,1,1,2,24792,583,38.1
"1534",29101,53517,87,5,1,3,21547,530,29.4
"1535",29103,4099,97,1,0,0,20946,273,43.8
"1536",29105,35535,94,0,0,2,19553,417,39.1
"1537",29107,33188,93,3,0,2,23637,451,40.7
"1538",29109,38488,91,0,1,7,19060,415,39.7
"1539",29111,10193,93,3,0,2,19317,348,38.8
"1540",29113,53051,94,2,0,2,22063,557,35.9
"1541",29115,12592,96,0,0,2,21015,313,42.9
"1542",29117,15051,94,2,0,1,21011,393,41.5
"1543",29119,22892,80,1,1,11,17505,420,36.7
"1544",29121,15545,94,3,0,1,20054,311,42.5
"1545",29123,12350,96,0,1,2,17316,391,41.2
"1546",29125,9102,97,0,1,1,22026,371,43.4
"1547",29127,28804,91,5,1,1,21909,416,39.5
"1548",29129,3749,97,0,1,1,20178,297,43.8
"1549",29131,24863,96,0,0,2,19385,439,40.6
"1550",29133,14271,73,24,0,2,15558,347,39.3
"1551",29135,15657,90,4,0,4,19451,409,37.8
"1552",29137,8798,94,3,0,1,20331,371,44.3
"1553",29139,12128,95,1,0,2,20991,413,43.1
"1554",29141,20392,95,1,0,2,17935,415,46.9
"1555",29143,18695,81,16,0,1,21215,321,40.6
"1556",29145,58552,87,1,1,5,22341,445,39.3
"1557",29147,23347,93,3,1,2,18079,446,28.3
"1558",29149,10935,95,0,0,1,16331,315,45.2
"1559",29151,13842,98,1,0,1,22629,378,39.8
"1560",29153,9653,96,0,0,1,17215,331,50
"1561",29155,18160,69,27,0,2,16881,298,37.4
"1562",29157,19001,96,0,0,2,23435,478,39.8
"1563",29159,42146,87,2,1,8,19709,478,37.6
"1564",29161,44969,90,2,3,2,21173,461,33.8
"1565",29163,18579,89,7,0,2,18650,383,40.1
"1566",29165,90842,84,6,3,5,35143,710,38.2
"1567",29167,31088,95,1,0,2,19511,438,38.5
"1568",29169,52795,72,11,3,10,20863,829,26.9
"1569",29171,4944,97,1,0,1,19397,299,45.2
"1570",29173,10206,96,0,0,1,23299,390,44.4
"1571",29175,25253,90,6,0,2,17587,424,38
"1572",29177,23290,95,1,0,2,24549,475,40.6
"1573",29179,6661,96,1,0,2,18449,337,46
"1574",29181,14071,96,0,0,1,16408,336,42.1
"1575",29183,365101,89,4,2,3,31586,735,37.1
"1576",29185,9649,95,1,0,2,17337,304,49
"1577",29186,17996,97,1,0,1,22921,414,42.8
"1578",29187,65602,93,4,0,1,18544,457,38.7
"1579",29189,999725,69,23,3,3,34795,691,40
"1580",29195,23324,82,6,1,9,19006,357,38
"1581",29197,4397,98,1,0,0,18160,297,41.1
"1582",29199,4859,98,0,0,2,20363,258,39.2
"1583",29201,39216,85,11,0,2,20825,426,39.5
"1584",29203,8388,95,0,0,2,16862,289,43.3
"1585",29205,6274,97,1,0,1,19331,306,42.9
"1586",29207,29860,96,1,0,1,22967,353,41.9
"1587",29209,31817,90,0,0,2,21733,471,50.4
"1588",29211,6611,77,1,1,18,19279,304,41
"1589",29213,52412,91,1,1,5,20231,522,41.2
"1590",29215,25830,92,3,0,2,17868,363,42.2
"1591",29217,20990,95,1,1,2,19734,388,40.8
"1592",29219,32667,93,2,0,3,24692,586,40.1
"1593",29221,25135,95,2,0,1,17703,380,40.2
"1594",29223,13437,96,1,0,1,18970,334,46.4
